# qsgw_contract_version 5
# fixed_basis immutable_mf0
# live_update eigenvalues_wfc
# velocity disabled_stage1
# headwing disabled_stage1
# symmetry unsupported_full_bz_only
# hartree disabled_stage1
# band disabled_stage1
# qsgw_input_contract /data/home/df_iopcas_bhj/ai-runs/librpa-qsgw-rebase-gates-20260715T1910-7d69a18c/inputs/si-k444-headwing-scf-synced-v2-2345960/dataset/qsgw_input.disabled.contract
# qsgw_input_contract_sha256 0dd83763717853fb64960f56354a2d7b7acd9c6759adcdff49dac9936635f110
# qsgw_mixer none
# qsgw_mixing_beta 0.20000000000000001
# iter channel spin kpoint kx ky kz band energy_eV
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 16 3.38492849346076952e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 17 3.38492849346078017e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 18 3.38492849346078017e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 19 6.64978765643551952e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 20 6.64978765643642618e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 21 6.64978765643647165e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 22 1.02504175331043825e+02
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 23 1.19026731585534804e+02
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 24 1.19026731585546216e+02
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 25 1.19026731585549285e+02
0 0 0 1 2.50000000000035305e-01 0.00000000000000000e+00 0.00000000000000000e+00 0 -4.77928439869769139e+00
0 0 0 1 2.50000000000035305e-01 0.00000000000000000e+00 0.00000000000000000e+00 1 2.46680605279678922e+00
0 0 0 1 2.50000000000035305e-01 0.00000000000000000e+00 0.00000000000000000e+00 2 5.67615955045470599e+00
0 0 0 1 2.50000000000035305e-01 0.00000000000000000e+00 0.00000000000000000e+00 3 5.67615955045473264e+00
0 0 0 1 2.50000000000035305e-01 0.00000000000000000e+00 0.00000000000000000e+00 4 8.63478008904076688e+00
0 0 0 1 2.50000000000035305e-01 0.00000000000000000e+00 0.00000000000000000e+00 5 1.01791067980607934e+01
0 0 0 1 2.50000000000035305e-01 0.00000000000000000e+00 0.00000000000000000e+00 6 1.01791067980607934e+01
0 0 0 1 2.50000000000035305e-01 0.00000000000000000e+00 0.00000000000000000e+00 7 1.38167819259346150e+01
0 0 0 1 2.50000000000035305e-01 0.00000000000000000e+00 0.00000000000000000e+00 8 1.47511644089769707e+01
0 0 0 1 2.50000000000035305e-01 0.00000000000000000e+00 0.00000000000000000e+00 9 1.47511644089769973e+01
0 0 0 1 2.50000000000035305e-01 0.00000000000000000e+00 0.00000000000000000e+00 10 1.98647145492865889e+01
0 0 0 1 2.50000000000035305e-01 0.00000000000000000e+00 0.00000000000000000e+00 11 2.28825557074830357e+01
0 0 0 1 2.50000000000035305e-01 0.00000000000000000e+00 0.00000000000000000e+00 12 2.32685984980902631e+01
0 0 0 1 2.50000000000035305e-01 0.00000000000000000e+00 0.00000000000000000e+00 13 2.32685984980903449e+01
0 0 0 1 2.50000000000035305e-01 0.00000000000000000e+00 0.00000000000000000e+00 14 2.95249480917060865e+01
0 0 0 1 2.50000000000035305e-01 0.00000000000000000e+00 0.00000000000000000e+00 15 2.95249480917061149e+01
0 0 0 1 2.50000000000035305e-01 0.00000000000000000e+00 0.00000000000000000e+00 16 3.14747523700926948e+01
0 0 0 1 2.50000000000035305e-01 0.00000000000000000e+00 0.00000000000000000e+00 17 3.39472997493824877e+01
0 0 0 1 2.50000000000035305e-01 0.00000000000000000e+00 0.00000000000000000e+00 18 3.39472997493825446e+01
0 0 0 1 2.50000000000035305e-01 0.00000000000000000e+00 0.00000000000000000e+00 19 4.32507293026725606e+01
0 0 0 1 2.50000000000035305e-01 0.00000000000000000e+00 0.00000000000000000e+00 20 6.13761034511607875e+01
0 0 0 1 2.50000000000035305e-01 0.00000000000000000e+00 0.00000000000000000e+00 21 6.13761034511635657e+01
0 0 0 1 2.50000000000035305e-01 0.00000000000000000e+00 0.00000000000000000e+00 22 9.84576719779490475e+01
0 0 0 1 2.50000000000035305e-01 0.00000000000000000e+00 0.00000000000000000e+00 23 9.84576719779550302e+01
0 0 0 1 2.50000000000035305e-01 0.00000000000000000e+00 0.00000000000000000e+00 24 1.04798743835712870e+02
0 0 0 1 2.50000000000035305e-01 0.00000000000000000e+00 0.00000000000000000e+00 25 1.54047557201724032e+02
0 0 0 2 5.00000000000070610e-01 0.00000000000000000e+00 0.00000000000000000e+00 0 -3.24596580198790896e+00
0 0 0 2 5.00000000000070610e-01 0.00000000000000000e+00 0.00000000000000000e+00 1 -6.04418885752118218e-01
0 0 0 2 5.00000000000070610e-01 0.00000000000000000e+00 0.00000000000000000e+00 2 5.24067752011174104e+00
0 0 0 2 5.00000000000070610e-01 0.00000000000000000e+00 0.00000000000000000e+00 3 5.24067752011174104e+00
0 0 0 2 5.00000000000070610e-01 0.00000000000000000e+00 0.00000000000000000e+00 4 8.10635145303600169e+00
0 0 0 2 5.00000000000070610e-01 0.00000000000000000e+00 0.00000000000000000e+00 5 1.01723325320599116e+01
0 0 0 2 5.00000000000070610e-01 0.00000000000000000e+00 0.00000000000000000e+00 6 1.01723325320599116e+01
0 0 0 2 5.00000000000070610e-01 0.00000000000000000e+00 0.00000000000000000e+00 7 1.75471393083260523e+01
0 0 0 2 5.00000000000070610e-01 0.00000000000000000e+00 0.00000000000000000e+00 8 1.80041084701005758e+01
0 0 0 2 5.00000000000070610e-01 0.00000000000000000e+00 0.00000000000000000e+00 9 1.80041084701005758e+01
0 0 0 2 5.00000000000070610e-01 0.00000000000000000e+00 0.00000000000000000e+00 10 1.83579416029927813e+01
0 0 0 2 5.00000000000070610e-01 0.00000000000000000e+00 0.00000000000000000e+00 11 1.97306204018278777e+01
0 0 0 2 5.00000000000070610e-01 0.00000000000000000e+00 0.00000000000000000e+00 12 1.97306204018279061e+01
0 0 0 2 5.00000000000070610e-01 0.00000000000000000e+00 0.00000000000000000e+00 13 2.65327225509091242e+01
0 0 0 2 5.00000000000070610e-01 0.00000000000000000e+00 0.00000000000000000e+00 14 2.84591910703909576e+01
0 0 0 2 5.00000000000070610e-01 0.00000000000000000e+00 0.00000000000000000e+00 15 2.96489496347264847e+01
0 0 0 2 5.00000000000070610e-01 0.00000000000000000e+00 0.00000000000000000e+00 16 2.96489496347264847e+01
0 0 0 2 5.00000000000070610e-01 0.00000000000000000e+00 0.00000000000000000e+00 17 3.36128535729160802e+01
0 0 0 2 5.00000000000070610e-01 0.00000000000000000e+00 0.00000000000000000e+00 18 3.36128535729161086e+01
0 0 0 2 5.00000000000070610e-01 0.00000000000000000e+00 0.00000000000000000e+00 19 3.64309474830753359e+01
0 0 0 2 5.00000000000070610e-01 0.00000000000000000e+00 0.00000000000000000e+00 20 6.21815263312237008e+01
0 0 0 2 5.00000000000070610e-01 0.00000000000000000e+00 0.00000000000000000e+00 21 6.21815263312258750e+01
0 0 0 2 5.00000000000070610e-01 0.00000000000000000e+00 0.00000000000000000e+00 22 7.32589956292646463e+01
0 0 0 2 5.00000000000070610e-01 0.00000000000000000e+00 0.00000000000000000e+00 23 7.32589956292651010e+01
0 0 0 2 5.00000000000070610e-01 0.00000000000000000e+00 0.00000000000000000e+00 24 1.06593772898434523e+02
0 0 0 2 5.00000000000070610e-01 0.00000000000000000e+00 0.00000000000000000e+00 25 1.45626421941820723e+02
0 0 0 3 7.49999999999942601e-01 0.00000000000000000e+00 0.00000000000000000e+00 0 -4.77928439869771804e+00
0 0 0 3 7.49999999999942601e-01 0.00000000000000000e+00 0.00000000000000000e+00 1 2.46680605279678922e+00
0 0 0 3 7.49999999999942601e-01 0.00000000000000000e+00 0.00000000000000000e+00 2 5.67615955045467846e+00
0 0 0 3 7.49999999999942601e-01 0.00000000000000000e+00 0.00000000000000000e+00 3 5.67615955045473264e+00
0 0 0 3 7.49999999999942601e-01 0.00000000000000000e+00 0.00000000000000000e+00 4 8.63478008904073846e+00
0 0 0 3 7.49999999999942601e-01 0.00000000000000000e+00 0.00000000000000000e+00 5 1.01791067980607668e+01
0 0 0 3 7.49999999999942601e-01 0.00000000000000000e+00 0.00000000000000000e+00 6 1.01791067980608219e+01
0 0 0 3 7.49999999999942601e-01 0.00000000000000000e+00 0.00000000000000000e+00 7 1.38167819259345883e+01
0 0 0 3 7.49999999999942601e-01 0.00000000000000000e+00 0.00000000000000000e+00 8 1.47511644089769707e+01
0 0 0 3 7.49999999999942601e-01 0.00000000000000000e+00 0.00000000000000000e+00 9 1.47511644089769973e+01
0 0 0 3 7.49999999999942601e-01 0.00000000000000000e+00 0.00000000000000000e+00 10 1.98647145492865604e+01
0 0 0 3 7.49999999999942601e-01 0.00000000000000000e+00 0.00000000000000000e+00 11 2.28825557074830108e+01
0 0 0 3 7.49999999999942601e-01 0.00000000000000000e+00 0.00000000000000000e+00 12 2.32685984980902916e+01
0 0 0 3 7.49999999999942601e-01 0.00000000000000000e+00 0.00000000000000000e+00 13 2.32685984980903449e+01
0 0 0 3 7.49999999999942601e-01 0.00000000000000000e+00 0.00000000000000000e+00 14 2.95249480917060865e+01
0 0 0 3 7.49999999999942601e-01 0.00000000000000000e+00 0.00000000000000000e+00 15 2.95249480917060865e+01
0 0 0 3 7.49999999999942601e-01 0.00000000000000000e+00 0.00000000000000000e+00 16 3.14747523700926699e+01
0 0 0 3 7.49999999999942601e-01 0.00000000000000000e+00 0.00000000000000000e+00 17 3.39472997493824593e+01
0 0 0 3 7.49999999999942601e-01 0.00000000000000000e+00 0.00000000000000000e+00 18 3.39472997493826014e+01
0 0 0 3 7.49999999999942601e-01 0.00000000000000000e+00 0.00000000000000000e+00 19 4.32507293026725108e+01
0 0 0 3 7.49999999999942601e-01 0.00000000000000000e+00 0.00000000000000000e+00 20 6.13761034511609793e+01
0 0 0 3 7.49999999999942601e-01 0.00000000000000000e+00 0.00000000000000000e+00 21 6.13761034511637575e+01
0 0 0 3 7.49999999999942601e-01 0.00000000000000000e+00 0.00000000000000000e+00 22 9.84576719779503264e+01
0 0 0 3 7.49999999999942601e-01 0.00000000000000000e+00 0.00000000000000000e+00 23 9.84576719779560392e+01
0 0 0 3 7.49999999999942601e-01 0.00000000000000000e+00 0.00000000000000000e+00 24 1.04798743835713978e+02
0 0 0 3 7.49999999999942601e-01 0.00000000000000000e+00 0.00000000000000000e+00 25 1.54047557201729660e+02
0 0 0 4 0.00000000000000000e+00 2.50000000000035305e-01 0.00000000000000000e+00 0 -4.77928439869769139e+00
0 0 0 4 0.00000000000000000e+00 2.50000000000035305e-01 0.00000000000000000e+00 1 2.46680605279678922e+00
0 0 0 4 0.00000000000000000e+00 2.50000000000035305e-01 0.00000000000000000e+00 2 5.67615955045470599e+00
0 0 0 4 0.00000000000000000e+00 2.50000000000035305e-01 0.00000000000000000e+00 3 5.67615955045470599e+00
0 0 0 4 0.00000000000000000e+00 2.50000000000035305e-01 0.00000000000000000e+00 4 8.63478008904076688e+00
0 0 0 4 0.00000000000000000e+00 2.50000000000035305e-01 0.00000000000000000e+00 5 1.01791067980607401e+01
0 0 0 4 0.00000000000000000e+00 2.50000000000035305e-01 0.00000000000000000e+00 6 1.01791067980608751e+01
0 0 0 4 0.00000000000000000e+00 2.50000000000035305e-01 0.00000000000000000e+00 7 1.38167819259345066e+01
0 0 0 4 0.00000000000000000e+00 2.50000000000035305e-01 0.00000000000000000e+00 8 1.47511644089769973e+01
0 0 0 4 0.00000000000000000e+00 2.50000000000035305e-01 0.00000000000000000e+00 9 1.47511644089769973e+01
0 0 0 4 0.00000000000000000e+00 2.50000000000035305e-01 0.00000000000000000e+00 10 1.98647145492865604e+01
0 0 0 4 0.00000000000000000e+00 2.50000000000035305e-01 0.00000000000000000e+00 11 2.28825557074830641e+01
0 0 0 4 0.00000000000000000e+00 2.50000000000035305e-01 0.00000000000000000e+00 12 2.32685984980903164e+01
0 0 0 4 0.00000000000000000e+00 2.50000000000035305e-01 0.00000000000000000e+00 13 2.32685984980903449e+01
0 0 0 4 0.00000000000000000e+00 2.50000000000035305e-01 0.00000000000000000e+00 14 2.95249480917060865e+01
0 0 0 4 0.00000000000000000e+00 2.50000000000035305e-01 0.00000000000000000e+00 15 2.95249480917061398e+01
0 0 0 4 0.00000000000000000e+00 2.50000000000035305e-01 0.00000000000000000e+00 16 3.14747523700926415e+01
0 0 0 4 0.00000000000000000e+00 2.50000000000035305e-01 0.00000000000000000e+00 17 3.39472997493825162e+01
0 0 0 4 0.00000000000000000e+00 2.50000000000035305e-01 0.00000000000000000e+00 18 3.39472997493825659e+01
0 0 0 4 0.00000000000000000e+00 2.50000000000035305e-01 0.00000000000000000e+00 19 4.32507293026726174e+01
0 0 0 4 0.00000000000000000e+00 2.50000000000035305e-01 0.00000000000000000e+00 20 6.13761034511606525e+01
0 0 0 4 0.00000000000000000e+00 2.50000000000035305e-01 0.00000000000000000e+00 21 6.13761034511638073e+01
0 0 0 4 0.00000000000000000e+00 2.50000000000035305e-01 0.00000000000000000e+00 22 9.84576719779493459e+01
0 0 0 4 0.00000000000000000e+00 2.50000000000035305e-01 0.00000000000000000e+00 23 9.84576719779561387e+01
0 0 0 4 0.00000000000000000e+00 2.50000000000035305e-01 0.00000000000000000e+00 24 1.04798743835718128e+02
0 0 0 4 0.00000000000000000e+00 2.50000000000035305e-01 0.00000000000000000e+00 25 1.54047557201726306e+02
0 0 0 5 2.50000000000035305e-01 2.50000000000035305e-01 0.00000000000000000e+00 0 -4.49597478733595679e+00
0 0 0 5 2.50000000000035305e-01 2.50000000000035305e-01 0.00000000000000000e+00 1 2.87514926603858667e+00
0 0 0 5 2.50000000000035305e-01 2.50000000000035305e-01 0.00000000000000000e+00 2 4.54671193862821088e+00
0 0 0 5 2.50000000000035305e-01 2.50000000000035305e-01 0.00000000000000000e+00 3 4.54671193862821088e+00
0 0 0 5 2.50000000000035305e-01 2.50000000000035305e-01 0.00000000000000000e+00 4 7.79317461735666761e+00
0 0 0 5 2.50000000000035305e-01 2.50000000000035305e-01 0.00000000000000000e+00 5 1.04990338686111073e+01
0 0 0 5 2.50000000000035305e-01 2.50000000000035305e-01 0.00000000000000000e+00 6 1.23759252518943050e+01
0 0 0 5 2.50000000000035305e-01 2.50000000000035305e-01 0.00000000000000000e+00 7 1.23759252518943335e+01
0 0 0 5 2.50000000000035305e-01 2.50000000000035305e-01 0.00000000000000000e+00 8 1.53167335444534540e+01
0 0 0 5 2.50000000000035305e-01 2.50000000000035305e-01 0.00000000000000000e+00 9 1.63769258183246542e+01
0 0 0 5 2.50000000000035305e-01 2.50000000000035305e-01 0.00000000000000000e+00 10 2.11487617275333797e+01
0 0 0 5 2.50000000000035305e-01 2.50000000000035305e-01 0.00000000000000000e+00 11 2.19283964050910569e+01
0 0 0 5 2.50000000000035305e-01 2.50000000000035305e-01 0.00000000000000000e+00 12 2.19283964050912203e+01
0 0 0 5 2.50000000000035305e-01 2.50000000000035305e-01 0.00000000000000000e+00 13 2.58696378526805475e+01
0 0 0 5 2.50000000000035305e-01 2.50000000000035305e-01 0.00000000000000000e+00 14 2.78495385330309659e+01
0 0 0 5 2.50000000000035305e-01 2.50000000000035305e-01 0.00000000000000000e+00 15 2.93335133569815198e+01
0 0 0 5 2.50000000000035305e-01 2.50000000000035305e-01 0.00000000000000000e+00 16 3.17429024718693213e+01
0 0 0 5 2.50000000000035305e-01 2.50000000000035305e-01 0.00000000000000000e+00 17 3.17429024718695167e+01
0 0 0 5 2.50000000000035305e-01 2.50000000000035305e-01 0.00000000000000000e+00 18 3.44916883167834953e+01
0 0 0 5 2.50000000000035305e-01 2.50000000000035305e-01 0.00000000000000000e+00 19 4.50678226240389463e+01
0 0 0 5 2.50000000000035305e-01 2.50000000000035305e-01 0.00000000000000000e+00 20 4.50678226240392945e+01
0 0 0 5 2.50000000000035305e-01 2.50000000000035305e-01 0.00000000000000000e+00 21 5.88951776016287596e+01
0 0 0 5 2.50000000000035305e-01 2.50000000000035305e-01 0.00000000000000000e+00 22 7.89218830742331079e+01
0 0 0 5 2.50000000000035305e-01 2.50000000000035305e-01 0.00000000000000000e+00 23 1.12218916471532822e+02
0 0 0 5 2.50000000000035305e-01 2.50000000000035305e-01 0.00000000000000000e+00 24 1.36814293399770975e+02
0 0 0 5 2.50000000000035305e-01 2.50000000000035305e-01 0.00000000000000000e+00 25 1.36814293399779530e+02
0 0 0 6 4.99999999999988953e-01 2.49999999999953648e-01 0.00000000000000000e+00 0 -2.86108298751099399e+00
0 0 0 6 4.99999999999988953e-01 2.49999999999953648e-01 0.00000000000000000e+00 1 -2.79955835262059001e-03
0 0 0 6 4.99999999999988953e-01 2.49999999999953648e-01 0.00000000000000000e+00 2 2.85933300988994787e+00
0 0 0 6 4.99999999999988953e-01 2.49999999999953648e-01 0.00000000000000000e+00 3 4.23356880700233074e+00
0 0 0 6 4.99999999999988953e-01 2.49999999999953648e-01 0.00000000000000000e+00 4 8.36364216523242376e+00
0 0 0 6 4.99999999999988953e-01 2.49999999999953648e-01 0.00000000000000000e+00 5 1.14632162321868911e+01
0 0 0 6 4.99999999999988953e-01 2.49999999999953648e-01 0.00000000000000000e+00 6 1.25468587478207247e+01
0 0 0 6 4.99999999999988953e-01 2.49999999999953648e-01 0.00000000000000000e+00 7 1.28108031340239279e+01
0 0 0 6 4.99999999999988953e-01 2.49999999999953648e-01 0.00000000000000000e+00 8 1.75445330210377257e+01
0 0 0 6 4.99999999999988953e-01 2.49999999999953648e-01 0.00000000000000000e+00 9 1.80492900217465291e+01
0 0 0 6 4.99999999999988953e-01 2.49999999999953648e-01 0.00000000000000000e+00 10 2.01047047207393739e+01
0 0 0 6 4.99999999999988953e-01 2.49999999999953648e-01 0.00000000000000000e+00 11 2.01288468711111896e+01
0 0 0 6 4.99999999999988953e-01 2.49999999999953648e-01 0.00000000000000000e+00 12 2.55320667436287678e+01
0 0 0 6 4.99999999999988953e-01 2.49999999999953648e-01 0.00000000000000000e+00 13 2.59329681914183823e+01
0 0 0 6 4.99999999999988953e-01 2.49999999999953648e-01 0.00000000000000000e+00 14 2.65085959070952342e+01
0 0 0 6 4.99999999999988953e-01 2.49999999999953648e-01 0.00000000000000000e+00 15 2.74187853669978310e+01
0 0 0 6 4.99999999999988953e-01 2.49999999999953648e-01 0.00000000000000000e+00 16 2.92604216723641564e+01
0 0 0 6 4.99999999999988953e-01 2.49999999999953648e-01 0.00000000000000000e+00 17 3.15710443818281163e+01
0 0 0 6 4.99999999999988953e-01 2.49999999999953648e-01 0.00000000000000000e+00 18 3.27736118146601569e+01
0 0 0 6 4.99999999999988953e-01 2.49999999999953648e-01 0.00000000000000000e+00 19 3.76441425110639685e+01
0 0 0 6 4.99999999999988953e-01 2.49999999999953648e-01 0.00000000000000000e+00 20 4.33774346543053255e+01
0 0 0 6 4.99999999999988953e-01 2.49999999999953648e-01 0.00000000000000000e+00 21 4.68552906732924868e+01
0 0 0 6 4.99999999999988953e-01 2.49999999999953648e-01 0.00000000000000000e+00 22 9.32336033724399584e+01
0 0 0 6 4.99999999999988953e-01 2.49999999999953648e-01 0.00000000000000000e+00 23 1.05504226539983890e+02
0 0 0 6 4.99999999999988953e-01 2.49999999999953648e-01 0.00000000000000000e+00 24 1.16121464812230158e+02
0 0 0 6 4.99999999999988953e-01 2.49999999999953648e-01 0.00000000000000000e+00 25 1.36199531300412474e+02
0 0 0 7 7.50000000000024203e-01 2.49999999999953593e-01 0.00000000000000000e+00 0 -3.53849822179903395e+00
0 0 0 7 7.50000000000024203e-01 2.49999999999953593e-01 0.00000000000000000e+00 1 9.06912416253483622e-01
0 0 0 7 7.50000000000024203e-01 2.49999999999953593e-01 0.00000000000000000e+00 2 2.63481016961339964e+00
0 0 0 7 7.50000000000024203e-01 2.49999999999953593e-01 0.00000000000000000e+00 3 5.10631189803310725e+00
0 0 0 7 7.50000000000024203e-01 2.49999999999953593e-01 0.00000000000000000e+00 4 9.31446521881755274e+00
0 0 0 7 7.50000000000024203e-01 2.49999999999953593e-01 0.00000000000000000e+00 5 1.15339182333741466e+01
0 0 0 7 7.50000000000024203e-01 2.49999999999953593e-01 0.00000000000000000e+00 6 1.17936320762269755e+01
0 0 0 7 7.50000000000024203e-01 2.49999999999953593e-01 0.00000000000000000e+00 7 1.34999812379510544e+01
0 0 0 7 7.50000000000024203e-01 2.49999999999953593e-01 0.00000000000000000e+00 8 1.38959001860464486e+01
0 0 0 7 7.50000000000024203e-01 2.49999999999953593e-01 0.00000000000000000e+00 9 1.68432294336173527e+01
0 0 0 7 7.50000000000024203e-01 2.49999999999953593e-01 0.00000000000000000e+00 10 2.06946810568215369e+01
0 0 0 7 7.50000000000024203e-01 2.49999999999953593e-01 0.00000000000000000e+00 11 2.38403022107182814e+01
0 0 0 7 7.50000000000024203e-01 2.49999999999953593e-01 0.00000000000000000e+00 12 2.44987015119193146e+01
0 0 0 7 7.50000000000024203e-01 2.49999999999953593e-01 0.00000000000000000e+00 13 2.46800115643747056e+01
0 0 0 7 7.50000000000024203e-01 2.49999999999953593e-01 0.00000000000000000e+00 14 2.70695029269523850e+01
0 0 0 7 7.50000000000024203e-01 2.49999999999953593e-01 0.00000000000000000e+00 15 2.78549641062830098e+01
0 0 0 7 7.50000000000024203e-01 2.49999999999953593e-01 0.00000000000000000e+00 16 2.88872227542143776e+01
0 0 0 7 7.50000000000024203e-01 2.49999999999953593e-01 0.00000000000000000e+00 17 3.04843827400971072e+01
0 0 0 7 7.50000000000024203e-01 2.49999999999953593e-01 0.00000000000000000e+00 18 3.43518934060827732e+01
0 0 0 7 7.50000000000024203e-01 2.49999999999953593e-01 0.00000000000000000e+00 19 3.94879822757698165e+01
0 0 0 7 7.50000000000024203e-01 2.49999999999953593e-01 0.00000000000000000e+00 20 4.71775968599763473e+01
0 0 0 7 7.50000000000024203e-01 2.49999999999953593e-01 0.00000000000000000e+00 21 5.52283881451045531e+01
0 0 0 7 7.50000000000024203e-01 2.49999999999953593e-01 0.00000000000000000e+00 22 8.56233368278700055e+01
0 0 0 7 7.50000000000024203e-01 2.49999999999953593e-01 0.00000000000000000e+00 23 9.58635499918079859e+01
0 0 0 7 7.50000000000024203e-01 2.49999999999953593e-01 0.00000000000000000e+00 24 1.14131336134513404e+02
0 0 0 7 7.50000000000024203e-01 2.49999999999953593e-01 0.00000000000000000e+00 25 1.39318863909777491e+02
0 0 0 8 0.00000000000000000e+00 5.00000000000070610e-01 0.00000000000000000e+00 0 -3.24596580198793605e+00
0 0 0 8 0.00000000000000000e+00 5.00000000000070610e-01 0.00000000000000000e+00 1 -6.04418885752091017e-01
0 0 0 8 0.00000000000000000e+00 5.00000000000070610e-01 0.00000000000000000e+00 2 5.24067752011174104e+00
0 0 0 8 0.00000000000000000e+00 5.00000000000070610e-01 0.00000000000000000e+00 3 5.24067752011176768e+00
0 0 0 8 0.00000000000000000e+00 5.00000000000070610e-01 0.00000000000000000e+00 4 8.10635145303603011e+00
0 0 0 8 0.00000000000000000e+00 5.00000000000070610e-01 0.00000000000000000e+00 5 1.01723325320598832e+01
0 0 0 8 0.00000000000000000e+00 5.00000000000070610e-01 0.00000000000000000e+00 6 1.01723325320599649e+01
0 0 0 8 0.00000000000000000e+00 5.00000000000070610e-01 0.00000000000000000e+00 7 1.75471393083261056e+01
0 0 0 8 0.00000000000000000e+00 5.00000000000070610e-01 0.00000000000000000e+00 8 1.80041084701005758e+01
0 0 0 8 0.00000000000000000e+00 5.00000000000070610e-01 0.00000000000000000e+00 9 1.80041084701006042e+01
0 0 0 8 0.00000000000000000e+00 5.00000000000070610e-01 0.00000000000000000e+00 10 1.83579416029927032e+01
0 0 0 8 0.00000000000000000e+00 5.00000000000070610e-01 0.00000000000000000e+00 11 1.97306204018278493e+01
0 0 0 8 0.00000000000000000e+00 5.00000000000070610e-01 0.00000000000000000e+00 12 1.97306204018279061e+01
0 0 0 8 0.00000000000000000e+00 5.00000000000070610e-01 0.00000000000000000e+00 13 2.65327225509090709e+01
0 0 0 8 0.00000000000000000e+00 5.00000000000070610e-01 0.00000000000000000e+00 14 2.84591910703912276e+01
0 0 0 8 0.00000000000000000e+00 5.00000000000070610e-01 0.00000000000000000e+00 15 2.96489496347264598e+01
0 0 0 8 0.00000000000000000e+00 5.00000000000070610e-01 0.00000000000000000e+00 16 2.96489496347264847e+01
0 0 0 8 0.00000000000000000e+00 5.00000000000070610e-01 0.00000000000000000e+00 17 3.36128535729161086e+01
0 0 0 8 0.00000000000000000e+00 5.00000000000070610e-01 0.00000000000000000e+00 18 3.36128535729161300e+01
0 0 0 8 0.00000000000000000e+00 5.00000000000070610e-01 0.00000000000000000e+00 19 3.64309474830754212e+01
0 0 0 8 0.00000000000000000e+00 5.00000000000070610e-01 0.00000000000000000e+00 20 6.21815263312234592e+01
0 0 0 8 0.00000000000000000e+00 5.00000000000070610e-01 0.00000000000000000e+00 21 6.21815263312258537e+01
